statYear,statMonth,m0Month,m0YOY,m0ChainRelative,m1Month,m1YOY,m1ChainRelative,m2Month,m2YOY,m2ChainRelative
2016,09,65068.620000,6.600000,2.543421,454340.250000,24.700000,-0.044737,1516360.500000,11.500000,0.355900
2016,10,64214.930000,7.200000,-1.311984,465446.650000,23.900000,2.444512,1519485.400000,11.600000,0.206079
2016,11,64903.500000,7.600000,1.072290,475405.540000,22.700000,2.139642,1530432.060000,11.400000,0.720419
2016,12,68303.867803,8.100000,5.239113,486557.237371,21.400000,2.345723,1550066.667811,11.300000,1.282945
2017,01,86598.610000,19.400000,26.784343,472526.450000,14.500000,-2.883687,1584194.563831,10.703186,2.201705
2017,02,71727.690000,3.300000,-17.172239,476527.600000,21.400000,0.846757,1589856.995350,10.449967,0.357433
2017,03,68605.050000,6.100000,-4.353465,488770.090000,18.800000,2.569104,1607938.980022,10.117820,1.137334
2017,04,68392.596372,6.200000,-0.309676,490180.419727,18.500000,0.288547,1603918.840243,9.842606,-0.250018
2017,05,67333.207141,7.300000,-1.548982,496389.782173,17.000000,1.266750,1609740.773755,9.128885,0.362982
2017,06,66977.681620,6.600000,-0.528009,510228.165977,15.000000,2.787806,1639497.045135,9.101344,1.848513
2017,07,67129.041403,6.100000,0.225985,510484.577519,15.300000,0.050254,1636341.105249,8.889978,-0.192494
2017,08,67550.989473,6.500000,0.628563,518113.929799,14.000000,1.494531,1652947.300311,8.563347,1.014837
2017,09,69748.540236,7.200000,3.253173,517863.037329,14.000000,-0.048424,1663666.054387,8.975967,0.648463
2017,10,68230.688047,6.300000,-2.176178,525977.190420,13.000000,1.566853,1662449.960199,8.877143,-0.073097
2017,11,68623.157300,5.700000,0.575209,535565.049541,12.700000,1.822866,1679156.636130,9.114770,1.004943
2017,12,70645.599242,3.400000,2.947171,543790.145191,11.800000,1.535779,1690235.314681,8.065378,0.659776
2018,01,74636.290086,-13.800000,5.648888,543247.125702,15.000000,-0.099858,1720814.462071,8.600000,1.809165
2018,02,81424.243409,13.500000,9.094709,517035.992841,8.500000,-4.824900,1729070.118078,8.800000,0.479753
2018,03,72692.628671,6.000000,-10.723606,523540.074558,7.100000,1.257955,1739859.477710,8.200000,0.623998
2018,04,71476.456198,4.500000,-1.673034,525447.770336,7.200000,0.364384,1737683.729475,8.300000,-0.125053
2018,05,69774.807997,3.600000,-2.380711,526276.715544,6.000000,0.157760,1743063.792323,8.300000,0.309611
2018,06,69589.333435,3.900000,-0.265819,543944.712308,6.600000,3.357169,1770178.373000,8.000000,1.555570
2018,07,69530.589770,3.600000,-0.084415,536624.293881,5.100000,-1.345802,1776196.105164,8.500000,0.339951
2018,08,69775.393036,3.300000,0.352080,538324.644350,3.900000,0.316861,1788670.429702,8.200000,0.702306
2018,09,71254.261075,2.200000,2.119469,538574.082469,4.000000,0.046336,1801665.581458,8.300000,0.726526
2018,10,70106.620872,2.800000,-1.610627,540128.365465,2.700000,0.288592,1795561.595564,8.000000,-0.338797
2018,11,70563.304269,2.800000,0.651413,543498.660932,1.500000,0.623980,1813175.065392,8.000000,0.980945
2018,12,73208.403380,3.600000,3.748548,551685.907549,1.500000,1.506397,1826744.215713,8.100000,0.748364
2019,01,87470.620000,17.200000,19.481666,545638.460000,0.400000,-1.096176,1865935.330000,8.400000,2.145408
2019,02,79484.720000,-2.400000,-9.129808,527190.480000,1.600000,-3.380990,1867427.450000,8.000000,0.079966
2019,03,74941.580000,3.100000,-5.715740,547575.540000,4.600000,3.866735,1889412.140000,8.600000,1.177271
2019,04,73965.760000,3.500000,-1.302108,540614.600000,2.900000,-1.271229,1884670.330000,8.500000,-0.250967
2019,05,72798.460000,4.300000,-1.578163,544355.640000,3.400000,0.691998,1891153.700000,8.500000,0.344006
2019,06,72580.960000,4.300000,-0.298770,567696.180000,4.400000,4.287737,1921360.190000,8.500000,1.597252
2019,07,72689.250000,4.500000,0.149199,553043.110000,3.100000,-2.581146,1919410.820000,8.100000,-0.101458
2019,08,73152.620000,4.800000,0.637467,556798.090000,3.400000,0.678967,1935492.430000,8.200000,0.837841
2019,09,74129.750000,4.000000,1.335742,557137.950000,3.400000,0.061038,1952250.490000,8.400000,0.865829
2019,10,73395.400000,4.700000,-0.990628,558143.920000,3.300000,0.180560,1945600.550000,8.400000,-0.340629
2019,11,73973.820000,4.800000,0.788088,562486.520000,3.500000,0.778043,1961429.560000,8.200000,0.813580
2019,12,77189.470000,5.400000,4.347011,576009.150000,4.400000,2.404081,1986488.820000,8.700000,1.277602
2020,01,93249.163100,6.600000,20.805549,545531.786600,0.000000,-5.291125,2023066.485000,8.400000,1.841322
2020,02,88187.053710,10.900000,-5.428584,552700.729100,4.800000,1.314120,2030830.424000,8.800000,0.383771
2020,03,83022.205080,10.800000,-5.856697,575050.286300,5.000000,4.043700,2080923.411000,10.100000,2.466626
2020,04,81485.214900,10.200000,-1.851300,570150.478900,5.500000,-0.852066,2093533.829000,11.100000,0.606001
2020,05,79706.829700,9.500000,-2.182464,581111.057300,6.800000,1.922401,2100183.741000,11.100000,0.317641
2020,06,79459.406670,9.500000,-0.310416,604317.968500,6.500000,3.993541,2134948.661000,11.100000,1.655328
2020,07,79867.208370,9.900000,0.513220,591192.636800,6.900000,-2.171925,2125458.462000,10.700000,-0.444516
2020,08,80000.000000,9.400000,0.166266,601300.000000,8.000000,1.709656,2136800.000000,10.400000,0.533604
2020,09,82400.000000,11.100000,3.000000,602300.000000,8.100000,0.166306,2164100.000000,10.900000,1.277611
2020,10,81000.000000,10.400000,-1.699029,609200.000000,9.100000,1.145609,2149700.000000,10.500000,-0.665404
2020,11,81600.000000,10.300000,0.740741,618600.000000,10.000000,1.543007,2172000.000000,10.700000,1.037354
2020,12,84300.000000,9.200000,3.308824,625600.000000,8.600000,1.131587,2186800.000000,10.100000,0.681400
2021,01,89600.000000,-3.900000,6.287070,625600.000000,14.700000,0.000000,2213000.000000,9.400000,1.198098
2021,02,91900.000000,4.200000,2.566964,593500.000000,7.400000,-5.131074,2236000.000000,10.100000,1.039313
2021,03,86500.000000,4.200000,-5.875952,616100.000000,7.100000,3.807919,2276500.000000,9.400000,1.811270
2021,04,85800.000000,5.300000,-0.809249,605400.000000,6.200000,-1.736731,2262100.000000,8.100000,-0.632550
2021,05,84200.000000,5.600000,-1.864802,616800.000000,6.100000,1.883053,2275500.000000,8.300000,0.592370
2021,06,84300.000000,6.200000,0.118765,637500.000000,5.500000,3.356031,2317800.000000,8.600000,1.858932
2021,07,84700.000000,6.100000,0.474496,620400.000000,4.900000,-2.682353,2302200.000000,8.300000,-0.673052
2021,08,85100.000000,6.300000,0.472255,626700.000000,4.200000,1.015474,2312300.000000,8.200000,0.438711
2021,09,86900.000000,5.500000,2.115159,624600.000000,3.700000,-0.335089,2342800.000000,8.300000,1.319033
2021,10,86100.000000,6.200000,-0.920598,626100.000000,2.800000,0.240154,2336200.000000,8.700000,-0.281714
2021,11,87400.000000,7.200000,1.509872,637500.000000,3.000000,1.820795,2356000.000000,8.500000,0.847530
2021,12,90800.000000,7.700000,3.890160,647400.000000,3.500000,1.552941,2382900.000000,9.000000,1.141766
